192,192,297,5,0,0:0:0:0:
320,192,338,1,0,0:0:0:0:
448,192,379,1,0,0:0:0:0:
64,192,379,1,0,0:0:0:0:
192,192,705,1,0,0:0:0:0:
320,192,868,1,0,0:0:0:0:
448,192,868,1,0,0:0:0:0:
64,192,1357,1,0,0:0:0:0:
192,192,1683,1,0,0:0:0:0:
448,192,1683,1,0,0:0:0:0:
64,192,1683,1,0,0:0:0:0:
320,192,2009,1,0,0:0:0:0:
64,192,2172,1,0,0:0:0:0:
192,192,2172,1,0,0:0:0:0:
448,192,2661,1,0,0:0:0:0:
320,192,2824,1,0,0:0:0:0:
192,192,2987,1,0,0:0:0:0:
64,192,2987,1,0,0:0:0:0:
448,192,2987,1,0,0:0:0:0:
192,192,3313,1,0,0:0:0:0:
320,192,3476,1,0,0:0:0:0:
448,192,3476,1,0,0:0:0:0:
64,192,3965,1,0,0:0:0:0:
448,192,3965,1,0,0:0:0:0:
192,192,4292,1,0,0:0:0:0:
320,192,4292,1,0,0:0:0:0:
64,192,4292,1,0,0:0:0:0:
448,192,4618,1,0,0:0:0:0:
64,192,4618,1,0,0:0:0:0:
192,192,4618,1,0,0:0:0:0:
192,192,4781,1,0,0:0:0:0:
448,192,4781,1,0,0:0:0:0:
64,192,4944,1,0,0:0:0:0:
448,192,4944,1,0,0:0:0:0:
320,192,4944,1,0,0:0:0:0:
64,192,5107,1,0,0:0:0:0:
320,192,5107,1,0,0:0:0:0:
64,192,5270,1,0,0:0:0:0:
448,192,5270,1,0,0:0:0:0:
192,192,5270,1,0,0:0:0:0:
448,192,5433,1,0,0:0:0:0:
192,192,5433,1,0,0:0:0:0:
448,192,5596,1,0,0:0:0:0:
320,192,5596,1,0,0:0:0:0:
64,192,5596,128,0,6900:0:0:0:0:
320,192,5922,1,0,0:0:0:0:
320,192,6085,128,0,6900:0:0:0:0:
448,192,6900,128,0,8205:0:0:0:0:
192,192,6900,1,0,0:0:0:0:
64,192,7226,1,0,0:0:0:0:
64,192,7389,128,0,8205:0:0:0:0:
192,192,8205,128,0,9509:0:0:0:0:
320,192,8205,1,0,0:0:0:0:
448,192,8531,1,0,0:0:0:0:
448,192,8694,128,0,9509:0:0:0:0:
320,192,9509,1,0,0:0:0:0:
64,192,9509,1,0,0:0:0:0:
64,192,10813,1,0,0:0:0:0:
192,192,10813,1,0,0:0:0:0:
448,192,10813,1,0,0:0:0:0:
448,192,11139,1,0,0:0:0:0:
320,192,11465,1,0,0:0:0:0:
192,192,11465,1,0,0:0:0:0:
64,192,11465,1,0,0:0:0:0:
192,192,11792,1,0,0:0:0:0:
320,192,12118,1,0,0:0:0:0:
448,192,12118,1,0,0:0:0:0:
64,192,12118,1,0,0:0:0:0:
320,192,12444,1,0,0:0:0:0:
192,192,12770,1,0,0:0:0:0:
64,192,12770,1,0,0:0:0:0:
448,192,12770,1,0,0:0:0:0:
64,192,13096,1,0,0:0:0:0:
192,192,13422,1,0,0:0:0:0:
320,192,13422,1,0,0:0:0:0:
448,192,13422,1,0,0:0:0:0:
64,192,13748,1,0,0:0:0:0:
320,192,13748,1,0,0:0:0:0:
192,192,14074,1,0,0:0:0:0:
64,192,14074,1,0,0:0:0:0:
448,192,14074,1,0,0:0:0:0:
320,192,14400,1,0,0:0:0:0:
448,192,14400,1,0,0:0:0:0:
320,192,14726,1,0,0:0:0:0:
192,192,14726,1,0,0:0:0:0:
64,192,14726,1,0,0:0:0:0:
192,192,15052,1,0,0:0:0:0:
448,192,15052,1,0,0:0:0:0:
320,192,15215,1,0,0:0:0:0:
192,192,15378,1,0,0:0:0:0:
64,192,15378,1,0,0:0:0:0:
448,192,15378,1,0,0:0:0:0:
320,192,15705,1,0,0:0:0:0:
192,192,15705,1,0,0:0:0:0:
320,192,16031,1,0,0:0:0:0:
448,192,16031,1,0,0:0:0:0:
64,192,16031,1,0,0:0:0:0:
192,192,16357,1,0,0:0:0:0:
64,192,16357,1,0,0:0:0:0:
448,192,16357,1,0,0:0:0:0:
320,192,16574,1,0,0:0:0:0:
