64,192,38708,5,0,0:0:0:0:
192,192,38708,1,0,0:0:0:0:
320,192,38708,1,0,0:0:0:0:
192,192,39008,1,0,0:0:0:0:
320,192,39008,1,0,0:0:0:0:
64,192,39308,1,0,0:0:0:0:
320,192,39308,1,0,0:0:0:0:
448,192,39608,1,0,0:0:0:0:
320,192,39608,1,0,0:0:0:0:
192,192,39908,1,0,0:0:0:0:
64,192,39908,1,0,0:0:0:0:
448,192,39908,1,0,0:0:0:0:
192,192,40208,1,0,0:0:0:0:
320,192,40208,1,0,0:0:0:0:
64,192,40508,1,0,0:0:0:0:
320,192,40508,1,0,0:0:0:0:
64,192,40808,1,0,0:0:0:0:
448,192,40808,1,0,0:0:0:0:
64,192,41108,1,0,0:0:0:0:
192,192,41108,1,0,0:0:0:0:
320,192,41108,1,0,0:0:0:0:
64,192,41408,1,0,0:0:0:0:
320,192,41408,1,0,0:0:0:0:
448,192,41708,1,0,0:0:0:0:
320,192,41708,1,0,0:0:0:0:
192,192,42008,1,0,0:0:0:0:
320,192,42008,1,0,0:0:0:0:
64,192,42308,1,0,0:0:0:0:
320,192,42308,1,0,0:0:0:0:
448,192,42308,1,0,0:0:0:0:
192,192,42608,1,0,0:0:0:0:
448,192,42608,1,0,0:0:0:0:
192,192,42908,1,0,0:0:0:0:
320,192,42908,1,0,0:0:0:0:
64,192,43208,1,0,0:0:0:0:
192,192,43208,1,0,0:0:0:0:
64,192,43508,1,0,0:0:0:0:
192,192,43508,1,0,0:0:0:0:
320,192,43508,1,0,0:0:0:0:
320,192,43658,1,0,0:0:0:0:
192,192,43658,1,0,0:0:0:0:
448,192,43808,1,0,0:0:0:0:
320,192,43808,1,0,0:0:0:0:
320,192,43958,1,0,0:0:0:0:
448,192,44108,1,0,0:0:0:0:
192,192,44108,1,0,0:0:0:0:
192,192,44258,1,0,0:0:0:0:
64,192,44258,1,0,0:0:0:0:
192,192,44408,1,0,0:0:0:0:
320,192,44408,1,0,0:0:0:0:
320,192,44558,1,0,0:0:0:0:
64,192,44558,1,0,0:0:0:0:
448,192,44708,1,0,0:0:0:0:
320,192,44708,1,0,0:0:0:0:
192,192,44708,1,0,0:0:0:0:
320,192,44858,1,0,0:0:0:0:
192,192,44858,1,0,0:0:0:0:
64,192,45008,1,0,0:0:0:0:
448,192,45008,1,0,0:0:0:0:
192,192,45158,1,0,0:0:0:0:
448,192,45158,1,0,0:0:0:0:
320,192,45308,1,0,0:0:0:0:
448,192,45308,1,0,0:0:0:0:
320,192,45458,1,0,0:0:0:0:
64,192,45458,1,0,0:0:0:0:
448,192,45608,1,0,0:0:0:0:
64,192,45608,1,0,0:0:0:0:
192,192,45758,1,0,0:0:0:0:
320,192,45758,1,0,0:0:0:0:
448,192,45908,1,0,0:0:0:0:
64,192,45908,1,0,0:0:0:0:
320,192,45908,1,0,0:0:0:0:
192,192,45983,1,0,0:0:0:0:
320,192,46058,1,0,0:0:0:0:
64,192,46133,1,0,0:0:0:0:
448,192,46208,1,0,0:0:0:0:
192,192,46283,1,0,0:0:0:0:
320,192,46358,1,0,0:0:0:0:
64,192,46433,1,0,0:0:0:0:
192,192,46508,1,0,0:0:0:0:
448,192,46583,1,0,0:0:0:0:
320,192,46658,1,0,0:0:0:0:
448,192,46733,1,0,0:0:0:0:
320,192,46808,1,0,0:0:0:0:
192,192,46883,1,0,0:0:0:0:
320,192,46958,1,0,0:0:0:0:
64,192,47033,1,0,0:0:0:0:
448,192,47108,1,0,0:0:0:0:
320,192,47145,1,0,0:0:0:0:
64,192,47183,1,0,0:0:0:0:
192,192,47220,1,0,0:0:0:0:
448,192,47258,1,0,0:0:0:0:
320,192,47295,1,0,0:0:0:0:
64,192,47333,1,0,0:0:0:0:
192,192,47370,1,0,0:0:0:0:
448,192,47408,1,0,0:0:0:0:
320,192,47445,1,0,0:0:0:0:
64,192,47483,1,0,0:0:0:0:
192,192,47520,1,0,0:0:0:0:
448,192,47558,1,0,0:0:0:0:
320,192,47595,1,0,0:0:0:0:
64,192,47633,1,0,0:0:0:0:
192,192,47670,1,0,0:0:0:0:
448,192,47708,1,0,0:0:0:0:
320,192,47745,1,0,0:0:0:0:
64,192,47783,1,0,0:0:0:0:
192,192,47820,1,0,0:0:0:0:
448,192,47858,1,0,0:0:0:0:
320,192,47895,1,0,0:0:0:0:
64,192,47933,1,0,0:0:0:0:
192,192,47970,1,0,0:0:0:0:
448,192,48008,1,0,0:0:0:0:
320,192,48045,1,0,0:0:0:0:
64,192,48083,1,0,0:0:0:0:
192,192,48120,1,0,0:0:0:0:
448,192,48158,1,0,0:0:0:0:
320,192,48195,1,0,0:0:0:0:
64,192,48308,5,0,0:0:0:0:
192,192,48308,1,0,0:0:0:0:
320,192,48383,1,0,0:0:0:0:
192,192,48458,1,0,0:0:0:0:
64,192,48533,1,0,0:0:0:0:
448,192,48608,1,0,0:0:0:0:
192,192,48608,1,0,0:0:0:0:
64,192,48683,1,0,0:0:0:0:
320,192,48758,1,0,0:0:0:0:
64,192,48833,1,0,0:0:0:0:
448,192,48908,1,0,0:0:0:0:
192,192,48908,1,0,0:0:0:0:
320,192,48983,1,0,0:0:0:0:
64,192,49058,1,0,0:0:0:0:
192,192,49133,1,0,0:0:0:0:
64,192,49208,1,0,0:0:0:0:
448,192,49208,1,0,0:0:0:0:
192,192,49283,1,0,0:0:0:0:
320,192,49358,1,0,0:0:0:0:
192,192,49433,1,0,0:0:0:0:
448,192,49508,1,0,0:0:0:0:
64,192,49508,1,0,0:0:0:0:
320,192,49583,1,0,0:0:0:0:
448,192,49658,1,0,0:0:0:0:
320,192,49733,1,0,0:0:0:0:
448,192,49808,1,0,0:0:0:0:
192,192,49808,1,0,0:0:0:0:
64,192,49883,1,0,0:0:0:0:
320,192,49958,1,0,0:0:0:0:
